,X,swadesh.english,swadesh.language,swadesh.handshape,swadesh.twohands,swadesh.handpart,swadesh.poa,swadesh.bodypart,swadesh.pmv,swadesh.mmv,swadesh.mmvrepeated,swadesh.dmvhandshape,swadesh.dmvorientation,swadesh.compound,swadesh.shape,swadesh.domhand,swadesh.ndhandshape,swadesh.chandshape,swadesh.twohandsC,swadesh.poac,swadesh.bodypartc,swadesh.pmvc,swadesh.mmvc,swadesh.mmvcrepeated,swadesh.dmvchandshape,swadesh.dmvcorientation,HScollapsed,poabodypartmerge
1368,1368,sit,Polish,1_nb,true,tip,Horizontal,NA,Y_down,straight,false,false,false,false,UNDEF,right,1_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Horizontal
1369,1369,smooth,Polish,E,false,palm,NA,Hand,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1370,1370,snake,Polish,H,false,back_of_fingers,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,H,false,UNDEF,back_of_palm,Z_front,straight,false,true,false,n2,Head
1371,1371,snow,Polish,E_bnb,true,back_of_fingers,Lateral,NA,X_right,straight,false,true,false,false,UNDEF,right,E_bnb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
1372,1372,stand,Polish,E_bnb,true,back_of_fingers,Lateral,NA,Y_down,straight,false,false,false,false,UNDEF,right,E_bnb,E_bnb,true,Vertical,UNDEF,Y_down,straight,false,false,false,y4,Lateral
1373,1373,star,Polish,S,true,heel,Horizontal,NA,Y_down,straight,true,false,false,false,UNDEF,right,S,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Horizontal
1374,1374,stone,Polish,S,false,ulnar_side,NA,Hand,Y_down,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Hand
1375,1375,string,Polish,L_enb,true,tip,Lateral,NA,X_right,straight,false,false,true,false,UNDEF,right,L_enb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
1376,1376,sun,Polish,V,false,ulnar_side,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Hand
1377,1377,tail,Polish,1,false,tip,NA,Hand,Y_down,straight,false,false,false,true,UNDEF,right,UNDEF,E_bnb,false,UNDEF,radial_side,X_right,straight,false,false,true,n1,Hand
1378,1378,thin,Polish,1_nb,true,back_of_fingers,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,1_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1379,1379,tree,Polish,B,false,radial_side,NA,Arm,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Arm
1380,1380,vomit,Polish,V,true,heel,NA,Head,Y_down,circular,true,false,false,false,UNDEF,right,V,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
1381,1381,warm,Polish,4_nb,false,tip,NA,Head,Y_down,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
1382,1382,water,Polish,E,false,back_of_fingers,NA,Hand,X_left,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1383,1383,wet,Polish,5,false,back_of_palm,Horizontal,NA,UNDEF,UNDEF,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1384,1384,what,Polish,L_nb,false,ulnar_side,Horizontal,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Horizontal
1385,1385,when,Polish,V,false,back_of_fingers,Vertical,NA,Z_back,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Vertical
1386,1386,where,Polish,5,true,back_of_palm,Horizontal,NA,X_left,straight,true,false,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1387,1387,white,Polish,B_b,false,tip,NA,Hand,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
1388,1388,who,Polish,3,false,finger_fronts,Lateral,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y2,Lateral
1389,1389,wide,Polish,5,true,palm,Lateral,NA,X_right,straight,false,false,true,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
1390,1390,wife,Polish,L_enb,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,E,false,UNDEF,back_of_fingers,Z_back,straight,false,false,false,y1,Head
1391,1391,wind,Polish,B,true,back_of_palm,Lateral,NA,Z_front,arc,true,false,true,false,UNDEF,right,B,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Lateral
1392,1392,with,Polish,5,true,heel,Lateral,NA,UNDEF,UNDEF,false,true,true,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
1393,1393,woman,Polish,1_b,false,radial_side,NA,Head,Z_back,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1394,1394,wood,Polish,B,false,radial_side,NA,Arm,Z_back,straight,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Arm
1395,1395,work,Polish,S,false,ulnar_side,NA,Hand,Y_down,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Hand
1396,1396,worm,Polish,1,false,finger_fronts,NA,Arm,X_left,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Arm
1397,1397,year,Polish,A,true,finger_fronts,Vertical,NA,Z_front,circular,true,false,false,false,UNDEF,right,A,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Vertical
1398,1398,yellow,Polish,Y,false,radial_side,Lateral,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
1399,1399,all,Icelandic,5,true,palm,Lateral,NA,X_left,straight,false,true,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
1400,1400,animal,Icelandic,U,true,finger_fronts,Horizontal,NA,Z_front,straight,false,true,false,false,UNDEF,right,U,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y2,Horizontal
1401,1401,bad,Icelandic,5_nb,false,tip,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1402,1402,because,Icelandic,5,false,palm,NA,Torso,UNDEF,UNDEF,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Torso
1403,1403,bird,Icelandic,L,false,back_of_palm,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1404,1404,black,Icelandic,E,false,palm,NA,Head,Y_down,arc,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1405,1405,blood,Icelandic,4,false,back_of_fingers,NA,Head,X_right,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
1406,1406,boring,Icelandic,5,true,back_of_palm,Vertical,NA,Y_down,straight,false,false,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
1407,1407,brother,Icelandic,1,true,radial_side,Lateral,NA,X_left,straight,true,false,false,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
1408,1408,bug,Icelandic,X,false,heel,Vertical,NA,X_left,straight,true,false,false,true,UNDEF,right,UNDEF,1,false,UNDEF,palm,Z_front,circular,true,false,false,n2,Vertical
1409,1409,cat,Icelandic,L_eb,false,tip,NA,Head,X_right,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1410,1410,child,Icelandic,E,true,back_of_palm,Horizontal,NA,X_left,straight,true,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1411,1411,correct,Icelandic,E,false,ulnar_side,NA,Hand,Y_down,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1412,1412,count,Icelandic,1,false,tip,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
1413,1413,dance,Icelandic,B_b,true,back_of_fingers,Vertical,NA,Z_front,circular,true,false,false,false,UNDEF,right,B_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Vertical
1414,1414,day,Icelandic,E,true,palm,NA,Torso,Y_up,arc,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Torso
1415,1415,dirty,Icelandic,S,false,radial_side,NA,Head,Y_down,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Head
1416,1416,dog,Icelandic,4,false,radial_side,NA,Head,Y_down,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
1417,1417,dry,Icelandic,E,false,finger_fronts,NA,Hand,Z_back,straight,true,false,false,true,UNDEF,right,UNDEF,B,false,Horizontal,UNDEF,UNDEF,UNDEF,true,false,true,y4,Hand
1418,1418,dust,Icelandic,5,false,heel,Horizontal,NA,X_left,arc,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1419,1419,earth,Icelandic,B,true,radial_side,Lateral,NA,Y_down,straight,false,false,true,false,UNDEF,right,B,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Lateral
1420,1420,egg,Icelandic,H,false,tip,NA,Hand,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Hand
1421,1421,father,Icelandic,1,false,radial_side,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1422,1422,feather,Icelandic,L,false,tip,NA,Hand,Y_up,arc,false,true,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
1423,1423,fire,Icelandic,5,true,tip,Horizontal,NA,Y_up,straight,true,true,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1424,1424,fish,Icelandic,E,false,ulnar_side,Horizontal,NA,X_left,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1425,1425,flower,Icelandic,E_b,false,back_of_fingers,NA,Hand,Y_up,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1426,1426,full,Icelandic,E,false,palm,NA,Hand,X_left,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1427,1427,good,Icelandic,B_b,false,back_of_fingers,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
1428,1428,grass,Icelandic,5,false,back_of_fingers,Vertical,NA,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
1429,1429,grease,Icelandic,E,false,tip,NA,Hand,X_right,straight,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1430,1430,green,Icelandic,E,false,back_of_palm,NA,Hand,X_left,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1431,1431,heavy,Icelandic,S,true,back_of_palm,Horizontal,NA,Y_down,straight,false,false,false,false,UNDEF,right,S,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Horizontal
1432,1432,how,Icelandic,1,false,tip,NA,Hand,Z_front,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
1433,1433,husband,Icelandic,E,false,finger_fronts,NA,Hand,Y_down,straight,false,false,false,true,UNDEF,right,UNDEF,E_b,false,UNDEF,forehead,Y_down,straight,false,true,false,y4,Hand
1434,1434,ice,Icelandic,5,false,palm,NA,Head,UNDEF,UNDEF,false,true,false,true,UNDEF,right,UNDEF,L_b,true,Lateral,UNDEF,X_right,straight,false,true,false,y4,Head
1435,1435,if,Icelandic,1,false,tip,NA,Head,Z_front,straight,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1436,1436,laugh,Icelandic,L_nb,false,tip,NA,Head,Y_up,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1437,1437,leaf,Icelandic,L_b,false,tip,NA,Hand,X_right,arc,false,true,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
1438,1438,lie,Icelandic,1,false,tip,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1439,1439,live,Icelandic,L_nb,false,radial_side,NA,Head,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1440,1440,long,Icelandic,5,false,palm,NA,Arm,X_right,arc,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Arm
1441,1441,look_for,Icelandic,V,true,finger_fronts,NA,Head,X_left,circular,true,false,false,false,UNDEF,right,V,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
1442,1442,man,Icelandic,E_b,false,radial_side,NA,Head,Z_front,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1443,1443,meat,Icelandic,1_nb,true,tip,Vertical,NA,Z_front,straight,true,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Vertical
1444,1444,moon,Icelandic,L,false,tip,Vertical,NA,Y_down,arc,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Vertical
1445,1445,mother,Icelandic,1,false,radial_side,NA,Head,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1446,1446,mountain,Icelandic,E,true,tip,Lateral,NA,Y_down,straight,false,false,true,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
1447,1447,name,Icelandic,H,false,back_of_fingers,NA,Hand,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Hand
1448,1448,narrow,Icelandic,5,false,ulnar_side,NA,Hand,UNDEF,UNDEF,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1449,1449,new,Icelandic,L_b,false,finger_fronts,NA,Head,Y_up,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1450,1450,night,Icelandic,E,true,palm,NA,Head,Y_down,arc,false,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1451,1451,not,Icelandic,S_b,false,back_of_palm,Vertical,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Vertical
1452,1452,old,Icelandic,1,false,radial_side,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1453,1453,person,Icelandic,E_b,false,radial_side,NA,Head,UNDEF,UNDEF,false,true,false,true,UNDEF,right,UNDEF,L_nb,false,Horizontal,UNDEF,Y_down,straight,true,false,false,y4,Head
1454,1454,pig,Icelandic,E,false,finger_fronts,NA,Head,Y_up,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1455,1455,play,Icelandic,S_b,true,back_of_fingers,Lateral,NA,Z_front,straight,true,false,false,false,UNDEF,right,S_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Lateral
1456,1456,rain,Icelandic,5_nb,true,tip,Horizontal,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,5_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1457,1457,red,Icelandic,1,false,radial_side,NA,Head,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1458,1458,river,Icelandic,L_nb,false,heel,NA,Hand,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
1459,1459,salt,Icelandic,5,false,tip,NA,Head,UNDEF,UNDEF,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1460,1460,sea,Icelandic,5,true,palm,Horizontal,NA,X_right,straight,false,false,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1461,1461,short,Icelandic,1,true,finger_fronts,Lateral,NA,X_left,straight,false,false,false,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
1462,1462,sister,Icelandic,1,true,radial_side,Lateral,NA,X_left,straight,true,false,false,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
1463,1463,smooth,Icelandic,5_b,true,palm,Lateral,NA,X_right,straight,true,true,false,false,UNDEF,right,5_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
1464,1464,snake,Icelandic,S,false,back_of_palm,NA,Head,Z_front,straight,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Head
1465,1465,snow,Icelandic,5,true,palm,Vertical,NA,Y_down,straight,false,true,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
1466,1466,stand,Icelandic,E,true,ulnar_side,Horizontal,NA,Y_down,straight,false,false,false,true,UNDEF,right,E,E,false,Horizontal,UNDEF,Y_down,straight,false,false,false,y4,Horizontal
1467,1467,star,Icelandic,E_nb,false,tip,Vertical,NA,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
1468,1468,stone,Icelandic,E_bnb,false,tip,NA,Hand,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1469,1469,string,Icelandic,E_bnb,true,radial_side,Lateral,NA,X_right,straight,false,false,false,false,UNDEF,right,E_bnb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Lateral
1470,1470,sun,Icelandic,1,false,tip,Vertical,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
1471,1471,thin,Icelandic,L_eb,false,tip,NA,Hand,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
1472,1472,tree,Icelandic,5,false,heel,NA,Hand,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1473,1473,vomit,Icelandic,1,false,radial_side,NA,Head,Y_down,arc,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1474,1474,warm,Icelandic,E,false,finger_fronts,NA,Head,Y_down,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1475,1475,water,Icelandic,5,false,radial_side,NA,Hand,UNDEF,UNDEF,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1476,1476,wet,Icelandic,1,false,radial_side,NA,Hand,Z_back,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
1477,1477,what,Icelandic,1,false,tip,Vertical,NA,UNDEF,UNDEF,true,false,true,true,UNDEF,right,UNDEF,5,true,Vertical,UNDEF,UNDEF,UNDEF,true,true,false,n1,Vertical
1478,1478,when,Icelandic,E_bnb,false,back_of_fingers,NA,Head,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1479,1479,where,Icelandic,5,true,back_of_palm,Horizontal,NA,X_left,straight,true,false,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1480,1480,white,Icelandic,4_nb,false,back_of_fingers,NA,Hand,Y_down,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
1481,1481,who,Icelandic,1,false,tip,Vertical,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
1482,1482,wide,Icelandic,L_nb,true,radial_side,Lateral,NA,X_left,straight,true,false,false,false,UNDEF,right,L_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
1483,1483,wife,Icelandic,L_eb,false,tip,NA,Hand,Y_down,straight,true,false,false,true,UNDEF,right,UNDEF,B_b,false,UNDEF,clavicle,Y_down,straight,false,false,true,y1,Hand
1484,1484,wind,Icelandic,B_b,false,radial_side,NA,Head,X_left,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
1485,1485,with,Icelandic,B_b,false,tip,NA,Torso,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,S_b,true,Lateral,UNDEF,Z_front,straight,false,false,false,n4,Torso
1486,1486,woman,Icelandic,B_b,false,radial_side,NA,Hand,Y_down,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
1487,1487,wood,Icelandic,L_nb,true,radial_side,Lateral,NA,X_right,straight,true,false,false,false,UNDEF,right,L_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
1488,1488,work,Icelandic,S,false,ulnar_side,NA,Hand,Y_down,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Hand
1489,1489,worm,Icelandic,1,false,ulnar_side,Horizontal,NA,X_left,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Horizontal
1490,1490,year,Icelandic,A,false,ulnar_side,Horizontal,NA,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Horizontal
1491,1491,yellow,Icelandic,1_nb,false,back_of_fingers,NA,Hand,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
1492,1492,all,Austrian,E,false,palm,Horizontal,NA,X_right,arc,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1493,1493,animal,Austrian,1,false,tip,NA,Head,Y_down,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1494,1494,bad,Austrian,5,false,palm,Vertical,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
1495,1495,because,Austrian,1,false,tip,NA,Head,Y_down,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1496,1496,bird,Austrian,L,false,back_of_palm,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1497,1497,black,Austrian,E,false,palm,NA,Head,Y_down,arc,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
