,X,swadesh.english,swadesh.language,swadesh.handshape,swadesh.twohands,swadesh.handpart,swadesh.poa,swadesh.bodypart,swadesh.pmv,swadesh.mmv,swadesh.mmvrepeated,swadesh.dmvhandshape,swadesh.dmvorientation,swadesh.compound,swadesh.shape,swadesh.domhand,swadesh.ndhandshape,swadesh.chandshape,swadesh.twohandsC,swadesh.poac,swadesh.bodypartc,swadesh.pmvc,swadesh.mmvc,swadesh.mmvcrepeated,swadesh.dmvchandshape,swadesh.dmvcorientation,HScollapsed,poabodypartmerge
1236,1236,good,Italian,E_bnb,false,tip,NA,Head,Y_down,straight,false,true,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1237,1237,grass,Italian,4,true,back_of_fingers,Vertical,NA,Z_front,straight,false,false,false,true,UNDEF,right,4,L_eb,false,UNDEF,tip,Y_up,straight,true,true,false,n4,Vertical
1238,1238,green,Italian,5,false,heel,NA,Hand,UNDEF,UNDEF,false,true,true,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1239,1239,heavy,Italian,E,true,back_of_palm,Horizontal,NA,Y_down,straight,true,false,false,false,UNDEF,right,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1240,1240,how,Italian,5,true,back_of_fingers,Horizontal,NA,X_right,straight,true,false,false,false,UNDEF,left,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1241,1241,husband,Italian,L_nb,false,ulnar_side,Horizontal,NA,Y_down,straight,false,false,false,true,UNDEF,right,UNDEF,L_eb,false,UNDEF,back_of_fingers,X_right,straight,true,false,false,y1,Horizontal
1242,1242,ice,Italian,E_nb,true,tip,Vertical,NA,X_left,straight,false,false,false,true,UNDEF,left,E_nb,U_nb,true,Lateral,UNDEF,X_left,straight,false,false,false,y4,Vertical
1243,1243,if,Italian,L,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,left,UNDEF,5,true,Vertical,UNDEF,Y_down,straight,false,false,true,y1,Head
1244,1244,kill,Italian,I,true,ulnar_side,Vertical,NA,Z_front,straight,false,false,true,false,UNDEF,right,I,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
1245,1245,laugh,Italian,4_nb,true,tip,NA,Head,X_right,straight,true,false,false,false,UNDEF,left,4_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
1246,1246,leaf,Italian,L,false,finger_fronts,NA,Hand,X_right,straight,false,true,true,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
1247,1247,lie,Italian,1,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,E_b,true,Lateral,UNDEF,Z_front,circular,true,false,false,n1,Head
1248,1248,live,Italian,V,true,finger_fronts,NA,Hand,Y_down,straight,true,false,true,false,UNDEF,left,V,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Hand
1249,1249,long,Italian,1,true,tip,Lateral,NA,X_left,straight,false,false,true,false,UNDEF,left,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
1250,1250,look_for,Italian,V,true,tip,Vertical,NA,Y_down,circular,true,false,false,false,UNDEF,left,V,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Vertical
1251,1251,man,Italian,B,false,ulnar_side,NA,Head,Z_back,straight,true,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
1252,1252,meat,Italian,V_nb,false,back_of_fingers,NA,Head,Z_back,straight,false,false,false,true,UNDEF,left,UNDEF,5_nb,false,UNDEF,tip,X_left,straight,false,false,true,n2,Head
1253,1253,moon,Italian,L,false,radial_side,NA,Head,Z_back,straight,true,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1254,1254,mother,Italian,L_nb,false,ulnar_side,Horizontal,NA,Y_down,straight,false,false,false,true,UNDEF,right,UNDEF,S_b,false,UNDEF,cheek,Z_back,straight,false,false,false,y1,Horizontal
1255,1255,mountain,Italian,E,false,finger_fronts,Vertical,NA,Y_up,straight,false,true,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
1256,1256,name,Italian,H,false,finger_fronts,NA,Head,X_left,straight,false,false,false,true,UNDEF,left,UNDEF,E,false,UNDEF,Torso_top,Z_back,straight,true,false,false,n2,Head
1257,1257,narrow,Italian,E,false,back_of_fingers,NA,Hand,Z_front,straight,true,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1258,1258,new,Italian,B_b,false,back_of_fingers,NA,Hand,Y_up,straight,false,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
1259,1259,night,Italian,E,true,palm,Vertical,NA,Y_down,arc,false,true,true,false,UNDEF,left,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
1260,1260,not,Italian,E,false,back_of_palm,Vertical,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
1261,1261,other,Italian,5,false,palm,Vertical,NA,Y_down,arc,false,true,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
1262,1262,person,Italian,L_nb,false,ulnar_side,Horizontal,NA,Y_down,straight,false,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Horizontal
1263,1263,pig,Italian,1,false,tip,NA,Hand,Z_back,straight,true,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
1264,1264,play,Italian,E_b,true,back_of_palm,Horizontal,NA,Y_down,circular,true,false,false,false,UNDEF,left,E_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1265,1265,rain,Italian,5_nb,true,tip,Horizontal,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,left,5_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1266,1266,red,Italian,1,false,tip,NA,Head,Z_front,straight,false,true,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1267,1267,river,Italian,B,true,radial_side,Horizontal,NA,Z_front,straight,false,false,true,false,UNDEF,left,B,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Horizontal
1268,1268,salt,Italian,L_eb,false,tip,Horizontal,NA,Z_back,circular,false,true,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Horizontal
1269,1269,sea,Italian,E,true,palm,Horizontal,NA,Z_front,circular,true,false,false,false,UNDEF,left,E,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1270,1270,short,Italian,1,true,finger_fronts,Lateral,NA,X_right,straight,false,false,false,false,UNDEF,left,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
1271,1271,singing,Italian,S,false,radial_side,NA,Head,Y_down,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Head
1272,1272,sister,Italian,A,false,tip,NA,Hand,Z_front,straight,true,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Hand
1273,1273,sit,Italian,K,false,tip,Horizontal,NA,Y_down,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Horizontal
1274,1274,smooth,Italian,E,false,palm,NA,Hand,X_left,straight,false,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1275,1275,snake,Italian,1,false,finger_fronts,Horizontal,NA,Z_front,straight,false,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Horizontal
1276,1276,snow,Italian,5,true,palm,Horizontal,NA,Y_down,straight,false,true,false,false,UNDEF,left,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1277,1277,stand,Italian,X,true,tip,Lateral,NA,Y_down,arc,false,false,false,false,UNDEF,right,X,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Lateral
1278,1278,star,Italian,L,true,ulnar_side,Vertical,NA,Y_up,straight,true,true,false,false,UNDEF,left,L,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Vertical
1279,1279,stone,Italian,S_b,false,back_of_fingers,NA,Hand,Y_down,straight,true,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Hand
1280,1280,string,Italian,1,true,finger_fronts,Vertical,NA,Y_down,straight,false,true,false,false,UNDEF,left,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
1281,1281,sun,Italian,L,true,radial_side,NA,Head,Z_back,circular,true,false,false,false,UNDEF,left,L,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1282,1282,thin,Italian,I,false,back_of_fingers,Vertical,NA,Y_down,straight,false,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
1283,1283,tree,Italian,L,true,radial_side,Lateral,NA,Y_up,straight,false,false,true,false,UNDEF,left,L,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
1284,1284,vomit,Italian,4,false,radial_side,NA,Head,Y_down,arc,false,false,true,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
1285,1285,warm,Italian,B_b,false,radial_side,NA,Head,Z_back,straight,false,false,false,true,UNDEF,left,UNDEF,5,true,Horizontal,UNDEF,X_left,straight,false,false,true,n4,Head
1286,1286,water,Italian,5,false,radial_side,NA,Head,Y_down,straight,true,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1287,1287,wet,Italian,5,false,radial_side,NA,Head,Y_down,straight,true,false,false,true,UNDEF,right,UNDEF,5_b,true,Horizontal,UNDEF,Y_down,straight,true,true,false,y4,Head
1288,1288,what,Italian,5,true,back_of_palm,Horizontal,NA,X_right,straight,true,false,false,false,UNDEF,left,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1289,1289,when,Italian,1,true,finger_fronts,Lateral,NA,Y_down,arc,false,false,true,false,UNDEF,left,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
1290,1290,where,Italian,V,false,tip,Horizontal,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Horizontal
1291,1291,white,Italian,E,false,palm,NA,Head,Y_up,arc,false,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1292,1292,who,Italian,1_nb,false,tip,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1293,1293,wide,Italian,1_nb,true,back_of_fingers,Lateral,NA,X_left,straight,true,false,false,false,UNDEF,left,1_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
1294,1294,wife,Italian,L_eb,false,tip,NA,Hand,X_right,straight,true,false,false,true,UNDEF,left,UNDEF,3,false,UNDEF,cheek,UNDEF,UNDEF,true,true,false,y1,Hand
1295,1295,wind,Italian,3,true,finger_fronts,Lateral,NA,X_right,straight,true,false,false,false,UNDEF,left,3,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y2,Lateral
1296,1296,with,Italian,L,false,back_of_fingers,Vertical,NA,Z_front,straight,false,true,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Vertical
1297,1297,woman,Italian,5,false,radial_side,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1298,1298,wood,Italian,S_b,false,back_of_fingers,NA,Arm,Z_back,circular,true,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Arm
1299,1299,work,Italian,S,false,ulnar_side,NA,Hand,Y_down,circular,true,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Hand
1300,1300,worm,Italian,1,false,finger_fronts,Horizontal,NA,X_right,straight,false,true,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Horizontal
1301,1301,year,Italian,A,false,finger_fronts,NA,Hand,X_left,UNDEF,false,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Hand
1302,1302,yellow,Italian,M_enb,false,tip,NA,Head,Z_back,straight,true,false,false,false,UNDEF,left,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1303,1303,animal,Polish,4_nb,true,tip,NA,Hand,Y_down,circular,true,false,false,false,UNDEF,right,4_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
1304,1304,bad,Polish,1_nb,false,radial_side,NA,Head,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1305,1305,because,Polish,E,false,palm,Vertical,NA,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
1306,1306,bird,Polish,5,true,palm,Vertical,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
1307,1307,black,Polish,E,false,palm,NA,Head,Y_down,arc,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1308,1308,blood,Polish,L_enb,false,ulnar_side,NA,Arm,Y_down,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Arm
1309,1309,boring,Polish,1,false,tip,NA,Hand,Z_back,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
1310,1310,brother,Polish,1,false,radial_side,NA,Head,Z_front,straight,false,false,false,true,UNDEF,right,UNDEF,1,false,UNDEF,radial_side,Z_front,straight,true,false,false,n1,Head
1311,1311,bug,Polish,1,false,finger_fronts,NA,Hand,X_left,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
1312,1312,cat,Polish,L_eb,true,radial_side,NA,Head,X_right,straight,true,false,false,false,UNDEF,right,L_eb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1313,1313,child,Polish,Y_b,false,ulnar_side,Horizontal,NA,Y_down,arc,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Horizontal
1314,1314,correct,Polish,L_enb,true,ulnar_side,Vertical,NA,Z_front,straight,true,false,false,false,UNDEF,right,L_enb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Vertical
1315,1315,count,Polish,5,true,back_of_palm,Vertical,NA,Y_down,straight,false,true,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
1316,1316,dance,Polish,V,false,tip,NA,Hand,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Hand
1317,1317,die,Polish,B,false,radial_side,NA,Hand,Z_front,straight,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
1318,1318,dirty,Polish,5,false,heel,NA,Hand,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1319,1319,dog,Polish,B,false,palm,NA,Hand,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
1320,1320,dry,Polish,L_ebnb,true,back_of_fingers,Lateral,NA,X_left,straight,false,false,false,true,UNDEF,right,L_ebnb,U_nb,true,Horizontal,UNDEF,Y_down,straight,false,false,true,y1,Lateral
1321,1321,dust,Polish,V,true,back_of_fingers,Horizontal,NA,Y_up,circular,true,false,false,true,UNDEF,right,V,S_b,false,UNDEF,palm,Z_back,circular,false,false,false,n2,Horizontal
1322,1322,earth,Polish,5_nb,true,tip,Horizontal,NA,Z_front,circular,true,false,false,false,UNDEF,right,5_nb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1323,1323,egg,Polish,L,true,tip,Lateral,NA,UNDEF,UNDEF,true,true,true,false,UNDEF,right,L,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
1324,1324,father,Polish,H,false,radial_side,NA,Head,Y_down,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
1325,1325,fire,Polish,5,true,ulnar_side,Horizontal,NA,Y_up,straight,false,true,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1326,1326,fish,Polish,H,false,ulnar_side,Horizontal,NA,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Horizontal
1327,1327,flower,Polish,E_bnb,false,tip,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1328,1328,good,Polish,L_enb,false,radial_side,NA,Head,Z_front,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1329,1329,grass,Polish,A,false,tip,NA,Head,Y_down,straight,true,false,false,true,UNDEF,right,UNDEF,4,true,Horizontal,UNDEF,Y_up,straight,true,false,false,y0,Head
1330,1330,grease,Polish,M_eb,false,tip,Horizontal,NA,UNDEF,UNDEF,true,true,false,true,UNDEF,right,UNDEF,E,false,UNDEF,palm,X_right,circular,true,false,false,y1,Horizontal
1331,1331,green,Polish,A,false,tip,NA,Head,Y_down,straight,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Head
1332,1332,heavy,Polish,S,true,back_of_palm,Horizontal,NA,Y_down,straight,false,false,false,false,UNDEF,right,S,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Horizontal
1333,1333,how,Polish,I,false,heel,Vertical,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Vertical
1334,1334,husband,Polish,1,false,radial_side,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,E,false,UNDEF,palm,Z_back,straight,false,false,false,n1,Head
1335,1335,ice,Polish,1,false,heel,NA,Head,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1336,1336,if,Polish,I,true,ulnar_side,Lateral,NA,Y_down,straight,true,false,false,false,UNDEF,right,I,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Lateral
1337,1337,kill,Polish,1_nb,false,heel,NA,Hand,Y_down,arc,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
1338,1338,laugh,Polish,5_b,true,back_of_fingers,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,5_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1339,1339,leaf,Polish,L_b,false,tip,NA,Hand,X_right,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
1340,1340,lie,Polish,1_b,false,back_of_fingers,NA,Head,UNDEF,UNDEF,true,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1341,1341,live,Polish,5,true,tip,NA,Hand,Z_back,straight,true,false,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Hand
1342,1342,long,Polish,1,false,finger_fronts,NA,Hand,Y_down,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
1343,1343,look_for,Polish,V,true,tip,NA,Head,Y_down,straight,false,false,false,false,UNDEF,right,V,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
1344,1344,man,Polish,1,false,radial_side,NA,Head,Z_front,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1345,1345,meat,Polish,L_enb,false,tip,NA,Hand,X_left,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Hand
1346,1346,moon,Polish,5,false,back_of_fingers,NA,Head,X_right,straight,false,true,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1347,1347,mother,Polish,H,false,radial_side,NA,Head,Z_back,straight,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n2,Head
1348,1348,mountain,Polish,B_b,true,ulnar_side,Vertical,NA,Y_down,arc,false,false,false,false,UNDEF,right,B_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Vertical
1349,1349,name,Polish,Y,false,tip,NA,Arm,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Arm
1350,1350,narrow,Polish,L_b,true,radial_side,Horizontal,NA,Y_up,straight,false,false,false,false,UNDEF,right,L_b,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Horizontal
1351,1351,new,Polish,B_b,false,back_of_fingers,NA,Hand,Y_up,arc,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Hand
1352,1352,night,Polish,B_b,false,radial_side,NA,Head,Y_down,arc,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n4,Head
1353,1353,not,Polish,5,false,palm,Vertical,NA,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Vertical
1354,1354,old,Polish,S,false,radial_side,NA,Head,UNDEF,UNDEF,false,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n0,Head
1355,1355,other,Polish,Y,true,tip,Lateral,NA,UNDEF,UNDEF,false,false,true,false,UNDEF,right,Y,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Lateral
1356,1356,person,Polish,1,true,ulnar_side,NA,Hand,Y_down,straight,false,false,true,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
1357,1357,pig,Polish,Y,false,tip,NA,Head,Y_down,circular,true,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1358,1358,play,Polish,A,true,back_of_fingers,Lateral,NA,X_left,straight,false,false,false,false,UNDEF,right,A,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y0,Lateral
1359,1359,rain,Polish,5,true,heel,Horizontal,NA,Y_down,arc,true,false,true,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1360,1360,red,Polish,1,false,radial_side,NA,Head,X_right,straight,false,false,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Head
1361,1361,river,Polish,5,true,palm,Horizontal,NA,Z_front,straight,false,true,false,false,UNDEF,right,5,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1362,1362,salt,Polish,E_b,false,tip,Horizontal,NA,Z_front,circular,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Horizontal
1363,1363,sea,Polish,E_b,false,ulnar_side,NA,Head,UNDEF,UNDEF,true,false,true,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y4,Head
1364,1364,sharp,Polish,1,false,ulnar_side,NA,Hand,X_right,straight,false,true,false,false,UNDEF,right,UNDEF,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Hand
1365,1365,short,Polish,1,true,ulnar_side,Horizontal,NA,X_right,straight,false,false,true,false,UNDEF,right,1,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,n1,Horizontal
1366,1366,singing,Polish,L_enb,true,tip,NA,Head,Z_front,circular,true,false,false,false,UNDEF,right,L_enb,UNDEF,false,UNDEF,UNDEF,UNDEF,UNDEF,false,false,false,y1,Head
1367,1367,sister,Polish,L_enb,false,tip,NA,Head,Z_back,straight,false,false,false,true,UNDEF,right,UNDEF,1,false,UNDEF,radial_side,Z_front,straight,true,false,false,y1,Head
